mode,case,sample,loops,microseconds
C_native,nested,3,15,96937
A_all,nested,3,15,75565
A_guard,class_map,3,1,112526
B_naive,class_map,3,1,91785
B_guard,class_map,3,1,77866
C,class_map,3,1,93199
C_native,class_map,3,1,93660
A_all,class_map,3,1,90663
A_guard,block_map,3,1,316966
B_naive,block_map,3,1,455054
B_guard,block_map,3,1,479204
C,block_map,3,1,311358
C_native,block_map,3,1,312615
A_all,block_map,3,1,297876
A_guard,browser,3,1,171976
B_naive,browser,3,1,154893
B_guard,browser,3,1,167037
C,browser,3,1,152985
C_native,browser,3,1,167125
A_all,browser,3,1,163172
B_naive,constant,4,40,17814
B_guard,constant,4,40,17454
C,constant,4,40,75828
C_native,constant,4,40,72797
A_all,constant,4,40,49210
A_guard,constant,4,40,54086
B_naive,getter,4,8,50769
B_guard,getter,4,8,52244
C,getter,4,8,60207
C_native,getter,4,8,60117
A_all,getter,4,8,52674
A_guard,getter,4,8,52151
B_naive,arithmetic,4,8,53420
B_guard,arithmetic,4,8,53485
C,arithmetic,4,8,61271
C_native,arithmetic,4,8,61244
A_all,arithmetic,4,8,56783
A_guard,arithmetic,4,8,59203
B_naive,nested,4,15,55267
B_guard,nested,4,15,57230
C,nested,4,15,87343
C_native,nested,4,15,81160
A_all,nested,4,15,58535
A_guard,nested,4,15,63974
B_naive,class_map,4,1,79781
B_guard,class_map,4,1,75575
C,class_map,4,1,90161
C_native,class_map,4,1,90347
A_all,class_map,4,1,77989
A_guard,class_map,4,1,81603
B_naive,block_map,4,1,423320
B_guard,block_map,4,1,300343
C,block_map,4,1,314479
C_native,block_map,4,1,304780
A_all,block_map,4,1,292321
A_guard,block_map,4,1,295367
B_naive,browser,4,1,144706
B_guard,browser,4,1,150462
C,browser,4,1,152591
C_native,browser,4,1,150664
A_all,browser,4,1,145121
A_guard,browser,4,1,145361
B_guard,constant,5,40,17848
C,constant,5,40,70949
C_native,constant,5,40,64777
A_all,constant,5,40,48740
A_guard,constant,5,40,48633
B_naive,constant,5,40,16920
B_guard,getter,5,8,45447
C,getter,5,8,51728
C_native,getter,5,8,52482
A_all,getter,5,8,50873
A_guard,getter,5,8,51364
B_naive,getter,5,8,45018
B_guard,arithmetic,5,8,52981
C,arithmetic,5,8,57827
C_native,arithmetic,5,8,92268
A_all,arithmetic,5,8,61703
A_guard,arithmetic,5,8,59712
B_naive,arithmetic,5,8,54383
B_guard,nested,5,15,54910
C,nested,5,15,77244
C_native,nested,5,15,70705
A_all,nested,5,15,54130
A_guard,nested,5,15,61985
B_naive,nested,5,15,53142
B_guard,class_map,5,1,69473
C,class_map,5,1,86394
C_native,class_map,5,1,83596
A_all,class_map,5,1,72999
A_guard,class_map,5,1,76461
B_naive,class_map,5,1,80876
B_guard,block_map,5,1,278691
C,block_map,5,1,278157
C_native,block_map,5,1,282183
A_all,block_map,5,1,274563
A_guard,block_map,5,1,279557
B_naive,block_map,5,1,398976
B_guard,browser,5,1,146106
C,browser,5,1,138459
C_native,browser,5,1,138484
A_all,browser,5,1,155761
A_guard,browser,5,1,141178
B_naive,browser,5,1,146526
C,constant,6,40,60735
C_native,constant,6,40,62510
A_all,constant,6,40,46526
A_guard,constant,6,40,53425
B_naive,constant,6,40,18641
B_guard,constant,6,40,18872
C,getter,6,8,57153
C_native,getter,6,8,66643
A_all,getter,6,8,59597
A_guard,getter,6,8,59547
B_naive,getter,6,8,47443
B_guard,getter,6,8,46741
C,arithmetic,6,8,63398
C_native,arithmetic,6,8,64556
A_all,arithmetic,6,8,59209
A_guard,arithmetic,6,8,58534
B_naive,arithmetic,6,8,53355
B_guard,arithmetic,6,8,53073
C,nested,6,15,80728
C_native,nested,6,15,71213
A_all,nested,6,15,59482
A_guard,nested,6,15,72557
B_naive,nested,6,15,66596
B_guard,nested,6,15,54920
C,class_map,6,1,101015
C_native,class_map,6,1,92918
A_all,class_map,6,1,79579
A_guard,class_map,6,1,83039
B_naive,class_map,6,1,100150
B_guard,class_map,6,1,81410
C,block_map,6,1,314326
C_native,block_map,6,1,284777
A_all,block_map,6,1,291927
A_guard,block_map,6,1,303322
B_naive,block_map,6,1,414452
B_guard,block_map,6,1,297162
C,browser,6,1,277438
C_native,browser,6,1,152692
A_all,browser,6,1,154710
A_guard,browser,6,1,143259
B_naive,browser,6,1,148775
B_guard,browser,6,1,162074
C_native,constant,7,40,67790
A_all,constant,7,40,55417
A_guard,constant,7,40,72466
B_naive,constant,7,40,17868
B_guard,constant,7,40,20353
C,constant,7,40,90698
C_native,getter,7,8,74033
A_all,getter,7,8,110069
A_guard,getter,7,8,79142
B_naive,getter,7,8,71722
B_guard,getter,7,8,67229
C,getter,7,8,70941
C_native,arithmetic,7,8,62908
A_all,arithmetic,7,8,57994
A_guard,arithmetic,7,8,59633
B_naive,arithmetic,7,8,53017
B_guard,arithmetic,7,8,63263
C,arithmetic,7,8,73128
C_native,nested,7,15,73461
A_all,nested,7,15,55577
A_guard,nested,7,15,64840
B_naive,nested,7,15,57035
B_guard,nested,7,15,55930
C,nested,7,15,73123
C_native,class_map,7,1,97044
A_all,class_map,7,1,79872
A_guard,class_map,7,1,80062
B_naive,class_map,7,1,78226
B_guard,class_map,7,1,72469
C,class_map,7,1,89439
C_native,block_map,7,1,306176
A_all,block_map,7,1,292854
A_guard,block_map,7,1,310788
B_naive,block_map,7,1,437097
B_guard,block_map,7,1,301597
C,block_map,7,1,340819
C_native,browser,7,1,178070
A_all,browser,7,1,194403
A_guard,browser,7,1,152024
B_naive,browser,7,1,163689
B_guard,browser,7,1,167330
C,browser,7,1,152251
A_all,constant,8,40,49006
A_guard,constant,8,40,51196
B_naive,constant,8,40,17167
B_guard,constant,8,40,17321
C,constant,8,40,63685
C_native,constant,8,40,62361
A_all,getter,8,8,56511
A_guard,getter,8,8,50888
B_naive,getter,8,8,53057
B_guard,getter,8,8,54214
C,getter,8,8,52792
C_native,getter,8,8,53692
A_all,arithmetic,8,8,55858
A_guard,arithmetic,8,8,56011
B_naive,arithmetic,8,8,60753
B_guard,arithmetic,8,8,51465
C,arithmetic,8,8,59543
C_native,arithmetic,8,8,60785
A_all,nested,8,15,56831
A_guard,nested,8,15,62314
B_naive,nested,8,15,53702
B_guard,nested,8,15,50475
C,nested,8,15,70465
C_native,nested,8,15,72077
A_all,class_map,8,1,85697
A_guard,class_map,8,1,84387
B_naive,class_map,8,1,73962
B_guard,class_map,8,1,69065
C,class_map,8,1,87101
C_native,class_map,8,1,101516
A_all,block_map,8,1,276755
A_guard,block_map,8,1,304261
B_naive,block_map,8,1,405076
B_guard,block_map,8,1,288976
C,block_map,8,1,298266
C_native,block_map,8,1,300638
A_all,browser,8,1,143042
A_guard,browser,8,1,145299
B_naive,browser,8,1,152096
B_guard,browser,8,1,145267
C,browser,8,1,159707
C_native,browser,8,1,149306
A_guard,constant,9,40,53478
B_naive,constant,9,40,17474
B_guard,constant,9,40,17199
C,constant,9,40,64358
C_native,constant,9,40,68449
A_all,constant,9,40,50494
A_guard,getter,9,8,52913
B_naive,getter,9,8,60744
B_guard,getter,9,8,57794
C,getter,9,8,75788
C_native,getter,9,8,80786
A_all,getter,9,8,70005
A_guard,arithmetic,9,8,84755
B_naive,arithmetic,9,8,106438
B_guard,arithmetic,9,8,80636
C,arithmetic,9,8,87351
C_native,arithmetic,9,8,97455
A_all,arithmetic,9,8,78462
A_guard,nested,9,15,75390
B_naive,nested,9,15,63125
B_guard,nested,9,15,69302
C,nested,9,15,103736
C_native,nested,9,15,84741
A_all,nested,9,15,65013
A_guard,class_map,9,1,99840
B_naive,class_map,9,1,99335
B_guard,class_map,9,1,85572
C,class_map,9,1,111640
C_native,class_map,9,1,109293
A_all,class_map,9,1,94567
A_guard,block_map,9,1,344481
B_naive,block_map,9,1,431530
B_guard,block_map,9,1,308962
C,block_map,9,1,311630
C_native,block_map,9,1,292015
A_all,block_map,9,1,310982
A_guard,browser,9,1,150346
B_naive,browser,9,1,161335
B_guard,browser,9,1,160024
C,browser,9,1,161572
C_native,browser,9,1,159982
A_all,browser,9,1,151263
B_naive,constant,10,40,17417
B_guard,constant,10,40,17546
C,constant,10,40,63064
C_native,constant,10,40,62134
A_all,constant,10,40,47396
A_guard,constant,10,40,52720
B_naive,getter,10,8,45684
B_guard,getter,10,8,46953
C,getter,10,8,55470
C_native,getter,10,8,55593
A_all,getter,10,8,49360
A_guard,getter,10,8,49011
B_naive,arithmetic,10,8,52710
B_guard,arithmetic,10,8,57848
C,arithmetic,10,8,63498
C_native,arithmetic,10,8,61035
A_all,arithmetic,10,8,57597
A_guard,arithmetic,10,8,58007
B_naive,nested,10,15,63750
B_guard,nested,10,15,57024
C,nested,10,15,79999
C_native,nested,10,15,83358
A_all,nested,10,15,59097
A_guard,nested,10,15,64418
B_naive,class_map,10,1,75862
B_guard,class_map,10,1,72223
C,class_map,10,1,88397
C_native,class_map,10,1,96354
A_all,class_map,10,1,91048
A_guard,class_map,10,1,84820
B_naive,block_map,10,1,496100
B_guard,block_map,10,1,298571
C,block_map,10,1,299315
C_native,block_map,10,1,304192
A_all,block_map,10,1,314711
A_guard,block_map,10,1,295647
B_naive,browser,10,1,158443
B_guard,browser,10,1,155497
C,browser,10,1,151107
C_native,browser,10,1,151824
A_all,browser,10,1,152835
A_guard,browser,10,1,147855
B_guard,constant,11,40,17264
C,constant,11,40,61171
C_native,constant,11,40,61416
A_all,constant,11,40,65169
A_guard,constant,11,40,52483
B_naive,constant,11,40,18656
B_guard,getter,11,8,60013
C,getter,11,8,72509
C_native,getter,11,8,76509
A_all,getter,11,8,63921
A_guard,getter,11,8,66332
B_naive,getter,11,8,57546
B_guard,arithmetic,11,8,86087
C,arithmetic,11,8,92602
C_native,arithmetic,11,8,72689
A_all,arithmetic,11,8,60392
A_guard,arithmetic,11,8,71880
B_naive,arithmetic,11,8,64586
B_guard,nested,11,15,53766
C,nested,11,15,73891
C_native,nested,11,15,76058
A_all,nested,11,15,54484
A_guard,nested,11,15,63437
B_naive,nested,11,15,65885
B_guard,class_map,11,1,89440
C,class_map,11,1,95193
C_native,class_map,11,1,112574
A_all,class_map,11,1,81642
A_guard,class_map,11,1,82493
B_naive,class_map,11,1,79490
B_guard,block_map,11,1,310863
C,block_map,11,1,296721
C_native,block_map,11,1,408165
A_all,block_map,11,1,306795
A_guard,block_map,11,1,307436
B_naive,block_map,11,1,432485
B_guard,browser,11,1,153317
C,browser,11,1,149577
C_native,browser,11,1,148672
A_all,browser,11,1,159027
A_guard,browser,11,1,146218
B_naive,browser,11,1,154185
C,constant,12,40,64412
C_native,constant,12,40,77115
A_all,constant,12,40,56531
A_guard,constant,12,40,59272
B_naive,constant,12,40,20294
B_guard,constant,12,40,17703
C,getter,12,8,59458
C_native,getter,12,8,57643
A_all,getter,12,8,55483
A_guard,getter,12,8,55928
B_naive,getter,12,8,47566
B_guard,getter,12,8,45298
C,arithmetic,12,8,61339
C_native,arithmetic,12,8,67987
A_all,arithmetic,12,8,60080
A_guard,arithmetic,12,8,58842
B_naive,arithmetic,12,8,62305
B_guard,arithmetic,12,8,53615
C,nested,12,15,76646
C_native,nested,12,15,72897
A_all,nested,12,15,56908
A_guard,nested,12,15,64189
B_naive,nested,12,15,58433
B_guard,nested,12,15,70438
C,class_map,12,1,94881
C_native,class_map,12,1,95127
A_all,class_map,12,1,78206
A_guard,class_map,12,1,98533
B_naive,class_map,12,1,83271
B_guard,class_map,12,1,95339
C,block_map,12,1,326579
C_native,block_map,12,1,299242
A_all,block_map,12,1,282025
A_guard,block_map,12,1,300930
B_naive,block_map,12,1,416083
B_guard,block_map,12,1,311323
C,browser,12,1,157894
C_native,browser,12,1,163828
A_all,browser,12,1,161287
A_guard,browser,12,1,146294
B_naive,browser,12,1,148448
B_guard,browser,12,1,156793
C_native,constant,13,40,64128
A_all,constant,13,40,48729
A_guard,constant,13,40,50051
B_naive,constant,13,40,17151
B_guard,constant,13,40,16814
C,constant,13,40,61161
C_native,getter,13,8,53175
A_all,getter,13,8,49835
A_guard,getter,13,8,58222
B_naive,getter,13,8,50210
B_guard,getter,13,8,47143
C,getter,13,8,53787
C_native,arithmetic,13,8,60601
A_all,arithmetic,13,8,56922
A_guard,arithmetic,13,8,57801
B_naive,arithmetic,13,8,52729
B_guard,arithmetic,13,8,54404
C,arithmetic,13,8,61199
C_native,nested,13,15,72148
A_all,nested,13,15,56335
A_guard,nested,13,15,64650
B_naive,nested,13,15,55383
B_guard,nested,13,15,52676
C,nested,13,15,77622
C_native,class_map,13,1,102825
A_all,class_map,13,1,75985
A_guard,class_map,13,1,89701
B_naive,class_map,13,1,76959
B_guard,class_map,13,1,78059
C,class_map,13,1,91889
C_native,block_map,13,1,339963
A_all,block_map,13,1,281805
A_guard,block_map,13,1,275541
B_naive,block_map,13,1,421219
B_guard,block_map,13,1,284898
C,block_map,13,1,288908
C_native,browser,13,1,146296
A_all,browser,13,1,140420
A_guard,browser,13,1,142415
B_naive,browser,13,1,148800
B_guard,browser,13,1,146255
C,browser,13,1,136860
A_all,constant,14,40,46852
A_guard,constant,14,40,48848
B_naive,constant,14,40,17041
B_guard,constant,14,40,16952
C,constant,14,40,60616
C_native,constant,14,40,59856
A_all,getter,14,8,52349
A_guard,getter,14,8,53992
B_naive,getter,14,8,44037
B_guard,getter,14,8,44346
C,getter,14,8,52021
C_native,getter,14,8,52065
A_all,arithmetic,14,8,55295
A_guard,arithmetic,14,8,54465
B_naive,arithmetic,14,8,50220
B_guard,arithmetic,14,8,51550
C,arithmetic,14,8,64639
C_native,arithmetic,14,8,63433
A_all,nested,14,15,57997
A_guard,nested,14,15,62105
B_naive,nested,14,15,54423
B_guard,nested,14,15,51417
C,nested,14,15,70641
C_native,nested,14,15,69648
A_all,class_map,14,1,74255
A_guard,class_map,14,1,76905
B_naive,class_map,14,1,75893
B_guard,class_map,14,1,69165
C,class_map,14,1,84877
C_native,class_map,14,1,84203
A_all,block_map,14,1,281833
A_guard,block_map,14,1,293235
B_naive,block_map,14,1,426455
B_guard,block_map,14,1,310323
C,block_map,14,1,288468
C_native,block_map,14,1,280046
A_all,browser,14,1,141858
A_guard,browser,14,1,150166
B_naive,browser,14,1,153883
B_guard,browser,14,1,148248
C,browser,14,1,168001
C_native,browser,14,1,149600
A_guard,constant,15,40,52370
B_naive,constant,15,40,17500
B_guard,constant,15,40,16866
C,constant,15,40,62357
C_native,constant,15,40,62922
A_all,constant,15,40,51734
A_guard,getter,15,8,50424
B_naive,getter,15,8,46191
B_guard,getter,15,8,46338
C,getter,15,8,54514
C_native,getter,15,8,60628
A_all,getter,15,8,48600
A_guard,arithmetic,15,8,68932
B_naive,arithmetic,15,8,57907
B_guard,arithmetic,15,8,54846
C,arithmetic,15,8,60959
C_native,arithmetic,15,8,61599
A_all,arithmetic,15,8,65862
A_guard,nested,15,15,66187
B_naive,nested,15,15,56005
B_guard,nested,15,15,52681
C,nested,15,15,74245
C_native,nested,15,15,75438
A_all,nested,15,15,61728
A_guard,class_map,15,1,83115
B_naive,class_map,15,1,82976
B_guard,class_map,15,1,90464
C,class_map,15,1,101221
C_native,class_map,15,1,103606
A_all,class_map,15,1,86880
A_guard,block_map,15,1,352727
B_naive,block_map,15,1,505606
B_guard,block_map,15,1,345561
C,block_map,15,1,302282
C_native,block_map,15,1,300017
A_all,block_map,15,1,697027
A_guard,browser,15,1,301155
B_naive,browser,15,1,317017
B_guard,browser,15,1,215743
C,browser,15,1,194745
C_native,browser,15,1,211648
A_all,browser,15,1,183636
B_naive,constant,16,40,17468
B_guard,constant,16,40,17202
C,constant,16,40,67793
C_native,constant,16,40,66469
A_all,constant,16,40,48885
A_guard,constant,16,40,51652
B_naive,getter,16,8,45122
B_guard,getter,16,8,44005
C,getter,16,8,52332
C_native,getter,16,8,53429
A_all,getter,16,8,54790
A_guard,getter,16,8,56292
B_naive,arithmetic,16,8,61707
B_guard,arithmetic,16,8,66487
C,arithmetic,16,8,62870
C_native,arithmetic,16,8,61285
A_all,arithmetic,16,8,57993
A_guard,arithmetic,16,8,59060
B_naive,nested,16,15,56662
B_guard,nested,16,15,52496
C,nested,16,15,73519
C_native,nested,16,15,77035
A_all,nested,16,15,61438
A_guard,nested,16,15,74423
B_naive,class_map,16,1,87158
B_guard,class_map,16,1,78184
C,class_map,16,1,88026
C_native,class_map,16,1,88064
A_all,class_map,16,1,80102
A_guard,class_map,16,1,82212
B_naive,block_map,16,1,408136
B_guard,block_map,16,1,351647
C,block_map,16,1,296340
C_native,block_map,16,1,296769
A_all,block_map,16,1,306572
A_guard,block_map,16,1,307804
B_naive,browser,16,1,154428
B_guard,browser,16,1,148312
C,browser,16,1,154215
C_native,browser,16,1,148257
A_all,browser,16,1,146646
A_guard,browser,16,1,150289
B_guard,constant,17,40,17191
C,constant,17,40,65193
C_native,constant,17,40,65520
A_all,constant,17,40,50506
A_guard,constant,17,40,51167
B_naive,constant,17,40,18363
B_guard,getter,17,8,47414
C,getter,17,8,55103
C_native,getter,17,8,52811
A_all,getter,17,8,50107
A_guard,getter,17,8,51198
B_naive,getter,17,8,53918
B_guard,arithmetic,17,8,72324
C,arithmetic,17,8,87606
C_native,arithmetic,17,8,87647
A_all,arithmetic,17,8,81264
A_guard,arithmetic,17,8,84006
B_naive,arithmetic,17,8,84297
B_guard,nested,17,15,70785
C,nested,17,15,96780
C_native,nested,17,15,90377
A_all,nested,17,15,57754
A_guard,nested,17,15,65936
B_naive,nested,17,15,57781
B_guard,class_map,17,1,86296
C,class_map,17,1,107783
C_native,class_map,17,1,104970
A_all,class_map,17,1,80052
A_guard,class_map,17,1,94388
B_naive,class_map,17,1,78215
B_guard,block_map,17,1,319855
C,block_map,17,1,286662
C_native,block_map,17,1,319422
A_all,block_map,17,1,335963
A_guard,block_map,17,1,375241
B_naive,block_map,17,1,506016
B_guard,browser,17,1,396727
C,browser,17,1,569144
C_native,browser,17,1,420894
A_all,browser,17,1,466629
A_guard,browser,17,1,444079
B_naive,browser,17,1,519026
C,constant,18,40,292832
C_native,constant,18,40,287939
A_all,constant,18,40,178713
A_guard,constant,18,40,162662
B_naive,constant,18,40,41691
B_guard,constant,18,40,45823
C,getter,18,8,223439
C_native,getter,18,8,203100
A_all,getter,18,8,246964
A_guard,getter,18,8,193976
B_naive,getter,18,8,219801
B_guard,getter,18,8,134072
C,arithmetic,18,8,208418
C_native,arithmetic,18,8,156033
A_all,arithmetic,18,8,110876
A_guard,arithmetic,18,8,102951
B_naive,arithmetic,18,8,79431
B_guard,arithmetic,18,8,75766
C,nested,18,15,94354
C_native,nested,18,15,87432
A_all,nested,18,15,61699
A_guard,nested,18,15,69185
B_naive,nested,18,15,60059
B_guard,nested,18,15,59040
C,class_map,18,1,153661
C_native,class_map,18,1,194106
A_all,class_map,18,1,142137
A_guard,class_map,18,1,134158
B_naive,class_map,18,1,148992
B_guard,class_map,18,1,147787
C,block_map,18,1,428870
C_native,block_map,18,1,357322
A_all,block_map,18,1,482640
A_guard,block_map,18,1,533164
B_naive,block_map,18,1,475974
B_guard,block_map,18,1,318654
C,browser,18,1,171893
C_native,browser,18,1,156414
A_all,browser,18,1,159509
A_guard,browser,18,1,148732
B_naive,browser,18,1,155542
B_guard,browser,18,1,194827
C_native,constant,19,40,72260
A_all,constant,19,40,52848
A_guard,constant,19,40,59613
B_naive,constant,19,40,18256
B_guard,constant,19,40,18189
C,constant,19,40,67385
C_native,getter,19,8,60694
A_all,getter,19,8,56070
A_guard,getter,19,8,54771
B_naive,getter,19,8,49917
B_guard,getter,19,8,74443
C,getter,19,8,236380
C_native,arithmetic,19,8,76456
A_all,arithmetic,19,8,68947
A_guard,arithmetic,19,8,72467
B_naive,arithmetic,19,8,70866
B_guard,arithmetic,19,8,59150
C,arithmetic,19,8,76361
C_native,nested,19,15,80502
A_all,nested,19,15,61156
A_guard,nested,19,15,71140
B_naive,nested,19,15,61268
B_guard,nested,19,15,56994
C,nested,19,15,82626
C_native,class_map,19,1,107292
A_all,class_map,19,1,98798
A_guard,class_map,19,1,84873
B_naive,class_map,19,1,86994
B_guard,class_map,19,1,87940
C,class_map,19,1,126748
C_native,block_map,19,1,378680
A_all,block_map,19,1,342586
A_guard,block_map,19,1,377573
B_naive,block_map,19,1,457572
B_guard,block_map,19,1,338139
C,block_map,19,1,322191
C_native,browser,19,1,154797
A_all,browser,19,1,156876
A_guard,browser,19,1,196341
B_naive,browser,19,1,228544
B_guard,browser,19,1,197832
C,browser,19,1,157314
A_all,constant,20,40,48601
A_guard,constant,20,40,61161
B_naive,constant,20,40,19599
B_guard,constant,20,40,19332
C,constant,20,40,83865
C_native,constant,20,40,81241
A_all,getter,20,8,69041
A_guard,getter,20,8,66091
B_naive,getter,20,8,57060
B_guard,getter,20,8,60503
C,getter,20,8,76344
C_native,getter,20,8,84318
A_all,arithmetic,20,8,127791
A_guard,arithmetic,20,8,80286
B_naive,arithmetic,20,8,76722
B_guard,arithmetic,20,8,74130
C,arithmetic,20,8,80010
C_native,arithmetic,20,8,73390
A_all,nested,20,15,93553
A_guard,nested,20,15,95814
B_naive,nested,20,15,95817
B_guard,nested,20,15,74815
C,nested,20,15,125892
C_native,nested,20,15,110868
A_all,class_map,20,1,100903
A_guard,class_map,20,1,100585
B_naive,class_map,20,1,127831
B_guard,class_map,20,1,83009
C,class_map,20,1,99530
C_native,class_map,20,1,110484
A_all,block_map,20,1,384660
A_guard,block_map,20,1,333628
B_naive,block_map,20,1,463048
B_guard,block_map,20,1,358574
C,block_map,20,1,325655
C_native,block_map,20,1,324475
A_all,browser,20,1,157585
A_guard,browser,20,1,155117
B_naive,browser,20,1,156787
B_guard,browser,20,1,153588
C,browser,20,1,148623
C_native,browser,20,1,152841
A_guard,constant,21,40,51924
B_naive,constant,21,40,19541
B_guard,constant,21,40,17089
C,constant,21,40,80403
C_native,constant,21,40,75531
A_all,constant,21,40,49016
A_guard,getter,21,8,58480
B_naive,getter,21,8,46452
B_guard,getter,21,8,49410
C,getter,21,8,52008
C_native,getter,21,8,52508
A_all,getter,21,8,51539
A_guard,arithmetic,21,8,57226
B_naive,arithmetic,21,8,51822
B_guard,arithmetic,21,8,56491
C,arithmetic,21,8,60008
C_native,arithmetic,21,8,59657
A_all,arithmetic,21,8,55289
A_guard,nested,21,15,73694
B_naive,nested,21,15,101759
B_guard,nested,21,15,56512
C,nested,21,15,95348
C_native,nested,21,15,155292
A_all,nested,21,15,77394
A_guard,class_map,21,1,99822
B_naive,class_map,21,1,98720
B_guard,class_map,21,1,85718
C,class_map,21,1,90726
C_native,class_map,21,1,91833
A_all,class_map,21,1,77949
A_guard,block_map,21,1,327494
B_naive,block_map,21,1,549377
B_guard,block_map,21,1,344719
C,block_map,21,1,494713
C_native,block_map,21,1,365943
A_all,block_map,21,1,300143
A_guard,browser,21,1,199274
B_naive,browser,21,1,179661
B_guard,browser,21,1,175956
C,browser,21,1,165020
C_native,browser,21,1,145710
A_all,browser,21,1,147405
B_naive,constant,22,40,17382
B_guard,constant,22,40,16845
C,constant,22,40,62134
C_native,constant,22,40,69937
A_all,constant,22,40,49399
A_guard,constant,22,40,55827
B_naive,getter,22,8,54098
B_guard,getter,22,8,47994
C,getter,22,8,55099
C_native,getter,22,8,54395
A_all,getter,22,8,60251
A_guard,getter,22,8,56101
B_naive,arithmetic,22,8,59369
B_guard,arithmetic,22,8,76333
